DriverId,FirstLapChangeList,FirstLapChangeMin,FirstLapChangeMax,FirstLapChangeFirstQuartile,FirstLapChangeMedian,FirstLapChangeThirdQuartile,FirstLapChangeMean,FirstLapChangeSd
73,"1,2,5,12,2,1,-2,2,1,2,2,4,-4,1,3,2,1,3,4,3,1,-1,-2,",-4,12,1,2,2,1,3.0
74,"0,1,6,0,-2,0,3,8,4,-2,-1,3,1,1,",-2,8,0,1,3,1,2.8284271247461903
75,"2,0,4,2,-1,1,7,1,1,1,-2,4,0,1,0,1,9,2,0,-2,2,-3,0,1,2,0,1,-3,-2,2,",-3,9,0,1,2,1,2.4494897427831779
76,"3,6,5,0,2,1,12,1,2,3,-5,2,0,1,6,0,1,3,2,-4,",-5,12,1,2,3,2,3.4641016151377544
77,"4,-2,-2,1,3,1,1,-1,-1,0,1,-3,0,2,-1,-1,1,-1,-2,-8,-11,-8,2,-1,2,-4,1,",-11,4,-2,-1,1,-1,3.3166247903553998
78,"5,-10,2,-1,-3,",-10,5,-3,-1,2,-2,5.0990195135927845
79,"3,1,1,1,1,2,6,-3,1,1,-2,4,-2,3,1,2,6,-1,1,-3,-3,2,-4,2,0,-2,-1,9,0,",-4,9,-1,1,2,0,3.0
80,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,"-4,1,-6,1,0,0,",-6,1,-4,0,0,-2,2.6457513110645907
82,"1,-5,4,",-5,4,-5,1,-5,0,3.7416573867739413
83,"2,-3,-2,-1,2,1,4,-1,7,3,0,2,0,",-3,7,-1,1,2,1,2.4494897427831779
84,"1,5,5,2,2,-1,0,0,0,-1,0,4,3,3,3,",-1,5,0,2,3,1,2.0
85,"1,2,0,2,",0,2,1,2,2,1,0.0
86,"3,0,",0,3,0,3,0,1,1.4142135623730951
87,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,"4,-9,3,2,3,6,1,1,1,6,0,2,2,-9,1,-1,1,1,2,7,-6,-3,2,0,-4,2,-2,4,-3,",-9,7,-1,1,2,0,3.872983346207417
154,"-3,-3,5,1,-1,-15,-2,1,0,3,-3,3,0,-3,3,3,0,-2,-3,0,2,4,4,-1,-5,2,1,0,-1,2,-1,0,-1,-3,-3,-1,-6,0,-1,-5,2,0,0,0,0,-6,0,-2,-2,-6,1,6,-1,-4,0,-4,1,4,2,-1,0,2,1,-5,4,5,2,-2,0,3,-4,0,0,-8,3,0,2,-2,0,0,2,0,0,-1,0,2,",-15,6,-2,0,2,-1,3.1622776601683795
155,"1,2,-1,0,8,4,4,-1,0,-6,-10,0,2,1,-1,-10,5,-3,0,-1,3,3,0,3,3,2,0,1,7,3,-4,1,5,3,-17,-1,0,1,2,-4,1,4,-1,2,4,5,0,-5,1,1,0,",-17,8,-1,1,3,0,4.2426406871192848
807,"2,3,2,-1,-2,3,2,1,6,1,-4,0,-6,2,3,0,-8,-1,0,-1,2,1,-1,-1,6,1,0,1,-8,0,0,3,-1,-2,-1,1,0,1,0,3,2,-2,4,0,0,-3,0,4,0,0,0,-3,2,5,-1,0,2,8,3,4,5,0,2,6,-2,4,1,-1,2,-1,-1,0,1,4,8,-4,-2,0,3,0,-2,1,-1,-1,7,0,0,5,3,2,1,1,3,2,0,-2,-4,",-8,8,-1,0,2,0,2.8284271247461903
808,"8,2,0,2,3,1,6,1,0,1,0,1,2,-1,-4,0,-3,3,-1,1,3,2,0,2,8,0,4,5,-2,4,-2,-1,-12,3,5,1,0,3,",-12,8,0,1,3,1,3.3166247903553998
810,"5,5,3,3,1,6,2,7,1,5,3,2,1,",1,7,2,3,5,3,1.7320508075688772
811,"7,-6,3,-11,0,4,0,1,3,6,1,4,2,-9,-1,1,-2,-15,8,1,-5,3,7,2,1,0,5,-4,-5,",-15,8,-2,1,3,0,5.2915026221291814
812,"6,-1,0,6,1,5,2,5,-2,",-2,6,0,2,5,2,2.8284271247461903
813,"-1,1,2,7,0,4,1,-4,-7,6,3,2,0,-4,-1,2,2,1,1,-5,0,0,3,0,0,-1,-3,1,0,5,-1,4,4,-4,4,2,-1,4,-14,2,0,0,5,3,0,2,-10,-3,-2,-1,4,1,-2,7,-2,-1,0,0,3,-1,3,0,1,4,2,-4,-2,",-14,7,-1,0,2,0,3.4641016151377544
814,"4,0,1,0,2,1,-2,1,2,-1,0,1,3,2,0,1,1,-1,-13,3,-1,2,-2,5,0,4,5,-2,3,0,1,2,-3,1,3,-5,-12,-2,4,-4,0,",-13,5,-1,1,2,0,3.6055512754639891
815,"-1,10,3,-2,3,-2,1,-1,-2,1,-2,4,3,-2,3,0,0,6,5,1,-19,2,1,2,2,3,5,0,0,0,0,2,0,2,0,-1,1,-1,5,2,-13,1,0,-2,3,2,-7,-9,1,-1,2,5,0,5,2,2,2,2,-2,-3,5,0,0,2,2,1,1,-4,2,-1,3,0,3,-2,1,3,3,2,1,-2,0,3,0,-1,3,0,-9,2,0,1,2,3,4,2,5,1,",-19,10,0,1,3,0,3.7416573867739413
816,"4,0,0,0,0,-1,2,1,3,0,-2,2,1,0,",-2,4,0,0,1,0,1.4142135623730951
817,"-11,-6,0,-1,-1,-20,-2,2,2,0,2,0,-10,0,1,1,1,-1,0,-3,-1,0,2,2,3,-1,-2,-1,0,0,-4,2,0,0,0,1,0,-5,-2,1,-3,0,5,0,-10,0,-1,3,-1,-2,-3,0,7,10,2,0,2,2,0,2,1,0,-3,6,1,1,-2,0,-2,-10,1,1,-2,3,-2,0,5,0,-3,1,-1,-1,4,2,0,-12,-1,-2,1,-2,5,-4,2,-1,1,",-20,10,-2,0,1,-1,3.872983346207417
818,"-5,-1,-1,4,-1,-9,3,0,-8,4,0,2,-1,0,-1,2,0,1,7,-4,-8,2,2,-1,-2,-1,8,2,-3,-1,1,-1,0,-5,-3,-1,-4,-1,-2,5,0,1,-1,",-9,8,-2,-1,1,-1,3.4641016151377544
819,"3,1,1,3,-1,-1,-1,0,5,2,0,-1,2,-1,2,1,-1,4,0,-2,3,0,-1,2,-2,1,3,1,",-2,5,-1,1,2,0,2.0
820,"2,1,0,2,1,0,1,-4,3,2,-2,0,7,5,0,1,-5,-1,2,1,0,1,0,-1,0,1,0,",-5,7,0,1,1,0,2.2360679774997898
821,"2,1,0,-2,1,-8,1,1,5,3,2,2,2,3,1,-3,2,0,4,6,0,3,-7,0,2,3,3,4,7,1,-1,-10,5,2,1,4,1,1,-2,5,0,0,2,1,-7,",-10,7,0,1,3,0,3.4641016151377544
822,"3,5,-1,0,-4,6,-6,3,2,0,-2,0,3,0,-2,1,0,1,0,2,1,2,1,0,-3,0,0,1,0,-1,5,1,0,2,0,0,-3,1,2,1,0,1,0,-2,2,0,2,-8,2,1,0,0,-3,-1,-5,0,3,0,2,1,-1,-2,0,0,0,-2,0,1,-1,2,0,-1,-2,0,",-8,6,-1,0,1,0,2.2360679774997898
823,"2,3,2,-1,-7,4,0,2,0,1,3,-1,3,",-7,4,0,2,3,0,2.8284271247461903
824,"2,-2,-1,-2,2,3,-1,1,0,5,-2,-2,1,-2,0,0,-5,-6,2,1,1,0,2,-1,1,0,",-6,5,-2,0,1,-1,2.4494897427831779
825,"1,-7,-2,0,-6,7,-3,2,4,-1,2,3,1,1,2,-1,2,5,2,0,3,-17,4,1,1,2,-1,2,2,3,3,-1,-1,3,0,1,0,-1,2,1,2,0,2,2,",-17,7,0,1,2,0,3.6055512754639891
826,"-1,-1,-2,-1,-3,-1,2,0,-7,0,-5,2,2,0,1,-14,-2,-1,0,1,1,1,0,0,-6,1,3,-12,2,-8,2,-1,1,5,2,1,2,1,-3,2,-1,3,3,4,0,1,0,4,2,1,0,-3,2,0,-4,",-14,5,-1,0,2,-1,3.4641016151377544
827,"3,",3,3,3,3,3,3,0.0
828,"6,2,0,-4,5,1,4,1,3,4,0,0,-3,1,2,1,4,2,1,1,1,0,2,3,5,3,0,3,2,1,0,-1,0,3,3,3,3,-2,0,3,0,-3,-1,1,4,1,-6,1,6,-5,4,1,0,1,-6,-2,0,-3,1,3,",-6,6,0,1,3,1,2.4494897427831779
829,"-1,-1,2,-2,4,0,-3,-2,-1,-1,3,-1,-1,",-3,4,-1,-1,0,-1,2.0
830,"2,1,0,-3,-2,1,1,1,2,0,2,-14,0,-20,0,2,2,3,-1,0,1,2,-4,0,1,6,-14,0,1,-4,5,2,-3,9,-1,0,0,3,1,2,2,0,1,1,1,",-20,9,0,1,2,-1,4.7958315233127191
831,"4,1,3,2,0,2,1,4,2,-21,-1,-4,0,4,-1,1,-2,-2,-1,2,1,-6,1,1,3,0,1,3,0,2,",-21,4,-1,1,2,0,4.4721359549995796
832,"2,0,0,4,5,-1,-1,0,5,-2,5,3,-17,0,0,-3,4,-3,0,2,1,-1,3,-9,7,-3,6,1,2,0,2,-7,1,-1,0,2,1,-1,3,3,5,1,",-17,7,-1,1,3,0,4.1231056256176606
833,"1,1,1,1,-2,4,2,0,-3,1,1,",-3,4,0,1,1,0,1.7320508075688772
834,"0,2,1,",0,2,0,1,0,1,0.0
835,"0,4,5,-2,-2,2,3,1,0,-2,1,0,0,1,-1,4,1,3,-2,3,1,1,0,4,2,3,4,",-2,5,0,1,3,1,2.0
836,"7,6,1,2,-4,3,3,1,-1,0,2,0,0,-2,3,0,-2,1,-8,6,1,1,0,-2,-4,0,3,",-8,7,-1,1,2,0,3.1622776601683795
837,"3,2,2,1,-2,0,-3,0,2,0,",-3,3,0,1,2,0,1.7320508075688772
838,"2,2,-1,4,-1,5,-1,-1,2,2,-1,-9,6,-1,",-9,6,-1,2,2,0,3.4641016151377544
839,"0,10,-1,4,4,0,1,1,1,4,0,1,1,3,1,0,1,3,3,1,",-1,10,1,1,3,1,2.4494897427831779
840,"6,5,-2,5,0,2,3,2,0,-1,3,4,1,7,",-2,7,0,3,4,2,2.6457513110645907
841,"-1,1,",-1,1,-1,1,-1,0,1.0
842,"-1,9,2,1,",-1,9,1,2,9,2,3.7416573867739413
843,"6,-1,",-1,6,-1,6,-1,2,3.4641016151377544
